,id,rec,loc,gen,sp,lat,lng,alt,type,q,length,bird-seen,file,en
207,432681,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,B,0:28,yes,https://xeno-canto.org/432681/download,African Reed Warbler
208,432472,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,B,0:29,no,https://xeno-canto.org/432472/download,African Reed Warbler
209,432471,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,B,0:28,no,https://xeno-canto.org/432471/download,African Reed Warbler
210,432469,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,B,0:27,no,https://xeno-canto.org/432469/download,African Reed Warbler
211,432682,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,C,0:24,yes,https://xeno-canto.org/432682/download,African Reed Warbler
212,432680,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,C,0:56,yes,https://xeno-canto.org/432680/download,African Reed Warbler
213,216211,Niall Perrins,"Gorongosa, Sofala",Iduna,natalensis,-18.4796,34.0375,900,call,B,0:34,yes,https://xeno-canto.org/216211/download,African Yellow Warbler
214,346564,David Moyer,"Mbatamila, Mecula, Niassa",Cisticola,aberrans,-12.1819,37.5427,600,alarm call,B,1:09,yes,https://xeno-canto.org/346564/download,Lazy Cisticola
215,346563,David Moyer,"Mbatamila, Mecula, Niassa",Cisticola,aberrans,-12.1819,37.5427,600,song,B,0:22,yes,https://xeno-canto.org/346563/download,Lazy Cisticola
216,346562,David Moyer,"Mbatamila, Mecula, Niassa",Cisticola,aberrans,-12.1838,37.5424,600,song,B,0:15,yes,https://xeno-canto.org/346562/download,Lazy Cisticola
217,696213,Olivier Hamerlynck,"Miombo Woodland, Nkwichi Lodge, Aldeia Mala, Lago, Niassa",Cisticola,chiniana,-12.1985,34.7093,650,uncertain,A,0:43,no,https://xeno-canto.org/696213/download,Rattling Cisticola
218,444840,Antonio Xeira,"Reserva Maputo, Maputo",Cisticola,chiniana,-26.5048,32.7156,10,song,B,0:08,yes,https://xeno-canto.org/444840/download,Rattling Cisticola
219,100470,Rory Nefdt,"Caia, Sofala",Cisticola,chiniana,-17.843,35.327,30,alarm call,B,0:20,unknown,https://xeno-canto.org/100470/download,Rattling Cisticola
220,100469,Rory Nefdt,"Caia, Sofala",Cisticola,chiniana,-17.843,35.327,30,song,B,0:54,unknown,https://xeno-canto.org/100469/download,Rattling Cisticola
221,521828,Lynette Rudman,"Panda, Inhambane Province",Cisticola,chiniana,-23.9733,34.6571,130,alarm call,C,0:14,no,https://xeno-canto.org/521828/download,Rattling Cisticola
222,201332,Niall Perrins,"Matutuíne District, Maputo",Cisticola,galactotes,-26.1802,32.9001,20,call,A,0:48,yes,https://xeno-canto.org/201332/download,Rufous-winged Cisticola
